timestamp,city,latitude,longitude,timezone,temperature,humidity,wind_speed
2026-08-18 12:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,24.4,82,4.0
2026-08-18 13:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,25.5,78,5.8
2026-08-18 14:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,26.2,75,6.7
2026-08-18 15:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,26.0,76,6.3
2026-08-18 16:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,25.3,79,5.1
2026-08-18 17:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,24.5,82,3.6
2026-08-18 18:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,23.6,87,1.4
2026-08-18 19:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,22.5,93,1.7
2026-08-18 20:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,21.7,98,3.6
2026-08-18 21:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,21.3,99,4.5
2026-08-18 22:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,21.2,99,5.4
2026-08-18 23:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,21.1,99,6.1
2026-08-19 00:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,20.8,100,4.0
2026-08-19 01:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,20.5,100,3.7
2026-08-19 02:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,20.3,100,3.2
2026-08-19 03:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,20.2,100,2.7
2026-08-19 04:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,20.3,100,2.3
2026-08-19 05:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,20.6,100,1.9
2026-08-19 06:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,21.4,95,1.4
2026-08-19 07:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,22.5,89,0.6
2026-08-19 08:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,23.8,83,0.0
2026-08-19 09:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,25.1,77,0.8
2026-08-19 10:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,26.2,73,1.3
2026-08-19 11:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,26.7,71,1.7
2026-08-19 12:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,26.8,71,1.8
2026-08-19 13:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,26.4,74,2.2
2026-08-19 14:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,25.8,77,2.7
2026-08-19 15:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,25.1,81,3.2
2026-08-19 16:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,24.4,85,3.5
2026-08-19 17:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,23.8,88,3.5
2026-08-19 18:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,23.4,91,2.8
2026-08-19 19:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,23.0,93,1.9
2026-08-19 20:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,22.6,95,1.8
2026-08-19 21:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,22.3,97,2.8
2026-08-19 22:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,21.9,98,4.2
2026-08-19 23:00:00,Kathmandu,27.732864,85.34831,Asia/Kathmandu,21.6,100,5.0
